"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
719,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,718,69986,69986,21504,384,32768,1432,128,0,48,64,"0x0","0x79e0f1d86a40",3895248379431,3895416222522,3895416755853,3895416766309,533331
720,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,719,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248381200,3895416817335,3895416843112,3895416845856,25777
721,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,720,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248382905,3895416843112,3895416866371,3895416869028,23259
722,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,721,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248384435,3895416866371,3895416889482,3895416892503,23111
723,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,722,69986,69986,28416,256,22528,1104,128,0,64,64,"0x0","0x79e0f1d869c0",3895248386664,3895417080148,3895417783404,3895417845724,703256
724,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,723,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248388331,3895417783404,3895417804886,3895417851711,21482
725,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,724,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248390105,3895417804886,3895417828145,3895417834540,23259
726,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,725,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248391587,3895417828145,3895417851108,3895417857550,22963
727,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,726,69986,69986,21504,384,32768,1432,128,0,48,64,"0x0","0x79e0f1d86a40",3895248393808,3895418061625,3895418596882,3895418647833,535257
728,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,727,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248395438,3895418683252,3895418708141,3895418710895,24889
729,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,728,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248397140,3895418708141,3895418731696,3895418734357,23555
730,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,729,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248398777,3895418731696,3895418755104,3895418757838,23408
731,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,730,69986,69986,28416,256,22528,1104,128,0,64,64,"0x0","0x79e0f1d869c0",3895248400930,3895418946510,3895419642063,3895419703582,695553
732,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,731,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248402634,3895419642063,3895419663840,3895419706303,21777
733,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,732,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248404291,3895419663840,3895419687692,3895419692533,23852
734,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,733,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248405783,3895419687692,3895419710803,3895419714968,23111
735,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,734,69986,69986,21504,384,32768,1432,128,0,48,64,"0x0","0x79e0f1d86a40",3895248408259,3895419920876,3895420460133,3895420511665,539257
