"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
599,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,598,70254,70254,21504,384,32768,1432,128,0,48,64,"0x0","0x79e4fafc6a40",3897828311893,3897970945699,3897971498875,3897971515687,553176
600,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,599,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828313911,3897971517394,3897971546282,3897971551737,28888
601,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,600,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828315921,3897971546282,3897971571022,3897971576343,24740
602,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,601,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828317806,3897971571022,3897971596207,3897971601419,25185
603,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,602,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828320311,3897971819018,3897972535896,3897972552687,716878
604,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,603,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828322394,3897972535896,3897972558266,3897972564066,22370
605,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,604,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828324423,3897972558266,3897972583303,3897972588818,25037
606,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,605,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828326205,3897972583303,3897972608043,3897972613481,24740
607,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,606,70254,70254,21504,384,32768,1432,128,0,48,64,"0x0","0x79e4fafc6a40",3897828328713,3897972831447,3897973378846,3897973395196,547399
608,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,607,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828330621,3897973401808,3897973431289,3897973436839,29481
609,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,608,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828332719,3897973431289,3897973456030,3897973461680,24741
610,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,609,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828334458,3897973456030,3897973480770,3897973486316,24740
611,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,610,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828336839,3897973703729,3897974427718,3897974443323,723989
